STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,TEMP,TEMP_ATTRIBUTES,DEWP,DEWP_ATTRIBUTES,SLP,SLP_ATTRIBUTES,STP,STP_ATTRIBUTES,VISIB,VISIB_ATTRIBUTES,WDSP,WDSP_ATTRIBUTES,MXSPD,GUST,MAX,MAX_ATTRIBUTES,MIN,MIN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNDP,FRSHTT
72290023188,7/23/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",65.1,24,57.8,24,1013.4,22,12.4,24,9.6,24,4.8,24,9.9,999.9,71.6,*,63,*,0,G,999.9,0
72290023188,7/24/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",65.9,24,58.7,24,1013.3,24,12.4,24,10,24,5.6,24,9.9,999.9,71.1, ,63, ,0,G,999.9,0
72290023188,7/25/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",65.1,24,57.9,24,1013.3,18,12.2,24,9.7,24,5.5,24,9.9,999.9,71.1, ,63, ,0,G,999.9,0
72290023188,7/26/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",64.3,24,56,24,1013.1,22,12.1,24,10,24,5.6,24,8.9,999.9,69.1, ,63, ,0,G,999.9,0
72290023188,7/27/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",64.7,24,56,24,1013.3,23,12.2,24,10,24,6.1,24,11.1,999.9,69.1,*,62.6,*,0,G,999.9,0
72290023188,7/28/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",64.4,24,55.7,24,1015.6,20,14.6,24,10,24,5.8,24,13,15.9,69.1, ,62.1, ,0,G,999.9,0
72290023188,7/29/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",64.9,24,56.6,24,1016.5,22,15.5,24,10,24,6.4,24,11.1,14,69.1, ,62.1, ,0,G,999.9,0
72290023188,7/30/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",64.1,24,57.2,24,1015.5,24,14.5,24,9.6,24,4.9,24,9.9,999.9,69.1, ,63, ,0,G,999.9,0
72290023188,7/31/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",63.9,24,56.9,24,1014.9,24,13.9,24,9.1,24,4.2,24,8.9,999.9,69.1, ,61, ,0,G,999.9,0
72290023188,8/1/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",64.9,24,56.5,24,1014.3,23,13.4,24,9.5,24,3.4,24,8.9,14,70,*,60.8,*,0,G,999.9,0
72290023188,8/2/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",66,24,58.2,24,1014.3,24,13.3,24,9.2,24,5.6,24,12,999.9,71.1, ,62.1, ,0,G,999.9,0
72290023188,8/3/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",66.5,24,59.9,24,1014.6,23,13.6,24,8.3,24,4.8,24,8.9,999.9,71.1, ,63, ,0,G,999.9,0
72290023188,8/4/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",65.9,24,58.1,24,1014.5,24,13.6,24,9.8,24,4.7,24,8,999.9,71.1, ,63, ,0,G,999.9,0
72290023188,8/5/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",65.4,24,57.6,24,1012.9,23,12,24,9,24,4.6,24,8.9,15.9,70, ,63, ,0,G,999.9,0
72290023188,8/6/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",64.5,24,56.7,24,1011.6,24,10.6,24,9.6,24,4,24,9.9,15,70, ,62.1, ,0,G,999.9,0
72290023188,8/7/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",64.1,24,55.6,24,1012.2,24,11.2,24,9.8,24,4.9,24,9.9,14,70, ,62.1, ,0,G,999.9,0
72290023188,8/8/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",64.1,24,53.7,24,1013.4,24,12.5,24,10,24,5.1,24,11.1,999.9,69.1, ,61, ,0,G,999.9,0
72290023188,8/9/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",65,24,55,24,1013.2,24,12.3,24,10,24,3.6,24,8.9,999.9,72, ,60.1, ,0,G,999.9,0
72290023188,8/10/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",67,24,57.2,24,1013.1,24,12.1,24,9.8,24,4.7,24,9.9,18.1,72, ,60.1, ,0,G,999.9,0
72290023188,8/11/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",66,24,55.5,24,1014.3,23,13.4,24,10,24,5.7,24,12,18.1,72, ,63, ,0,G,999.9,0
72290023188,8/12/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",65.5,24,56.2,24,1013,24,12.2,24,9.8,24,6,24,12,999.9,71.1, ,61, ,0,G,999.9,0
72290023188,8/13/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",65.9,24,57.6,24,1011.1,24,10.1,24,9.8,24,7.2,24,14,18.1,71.1, ,61, ,0,G,999.9,0
72290023188,8/14/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",64.1,24,57.6,24,1011.5,23,10.5,24,9,24,7.2,24,13,19,68,*,60.8,*,0,G,999.9,0
72290023188,8/15/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",63.5,24,57.3,24,1012.4,22,11.5,24,8.8,24,7.2,24,12,17.1,69.1, ,60.1, ,0,G,999.9,0
72290023188,8/16/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",64.7,24,58.5,24,1011.3,21,10.5,24,8.8,24,5.1,24,8.9,999.9,71.1, ,60.1, ,0,G,999.9,0
72290023188,8/17/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",69.2,24,60.6,24,1012.3,24,11.3,24,9.6,24,3.2,24,8,999.9,78.1, ,61, ,0,G,999.9,0
72290023188,8/18/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",73.5,24,62.6,24,1012.7,24,11.7,24,9.5,24,4.5,24,8.9,999.9,82, ,64.9, ,0,G,999.9,0
72290023188,8/19/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",74.3,24,61.4,24,1011.4,24,10.4,24,10,24,5.7,24,13,999.9,82, ,68, ,0,G,999.9,0
72290023188,8/20/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",70.6,24,61.9,24,1009.4,24,8.4,24,9.9,24,6.2,24,12,15,79, ,66, ,0,G,999.9,0
72290023188,8/21/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",68.8,24,60.7,24,1010.2,24,9.2,24,10,24,5.7,24,11.1,17.1,75.9, ,64, ,0,G,999.9,0
72290023188,8/22/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",69.9,24,60.3,24,1012.3,24,11.2,24,10,24,6,24,12,999.9,77, ,64, ,0,G,999.9,0
72290023188,8/23/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",70.9,24,61.4,24,1011.9,24,10.9,24,8.6,24,4.4,24,9.9,999.9,79, ,66, ,0,G,999.9,0
72290023188,8/24/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",72.8,24,61.8,24,1010.3,24,9.4,24,8.7,24,5.2,24,12,999.9,82, ,66, ,0,G,999.9,0
72290023188,8/25/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",72.8,24,63.1,24,1010.7,24,9.7,24,8.2,24,6.7,24,13,999.9,82, ,66.9, ,0,G,999.9,0
72290023188,8/26/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",71.6,24,62,24,1011.4,24,10.4,24,9.7,24,6.9,24,11.1,999.9,80.1, ,68, ,0,G,999.9,0
72290023188,8/27/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",67.5,24,62.1,24,1011.1,21,10.1,24,7.1,24,4.7,24,8.9,999.9,77, ,64.9, ,0,G,999.9,0
72290023188,8/28/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",63.1,24,55.6,24,1010.4,24,9.4,24,9.1,24,6.7,24,9.9,999.9,69.1, ,61, ,0,G,999.9,0
72290023188,8/29/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",63.9,24,52.3,24,1010.5,23,9.5,24,10,24,4.3,24,9.9,999.9,69.1, ,61, ,0,G,999.9,0
72290023188,8/30/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",65.4,24,55.2,24,1012.7,22,11.5,24,9.9,24,5.3,24,8.9,999.9,69.1,*,60.8,*,0,G,999.9,0
72290023188,8/31/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",65.6,24,55.6,24,1013.7,24,12.8,24,9.7,24,3.6,24,8.9,999.9,73, ,60.1, ,0,G,999.9,0
72290023188,9/1/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",67,24,59,24,1012.4,22,11.4,24,9.3,24,4.7,24,12,999.9,73, ,60.1, ,0,G,999.9,0
72290023188,9/2/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",65.4,24,59.3,24,1011.2,21,10.3,24,6.2,24,6.3,24,12,999.9,72, ,61, ,0,G,999.9,0
72290023188,9/3/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",66,24,59.9,24,1012.8,21,11.9,24,5.8,24,6.2,24,12,999.9,72,*,60.8,*,0,G,999.9,0
72290023188,9/4/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",67.2,24,61,24,1011.6,21,10.7,24,7.2,24,5.7,24,13,999.9,73.9, ,62.1, ,0,G,999.9,0
72290023188,9/5/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",66.2,24,60.9,24,1009.5,22,8.7,24,7,24,3.4,24,9.9,999.9,73.9, ,63, ,0,G,999.9,100000
72290023188,9/6/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",62.4,24,56,24,1009.1,23,8,24,9.1,24,8.4,24,9.9,999.9,70, ,60.1, ,0,G,999.9,0
72290023188,9/7/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",64.2,24,55.5,24,1011.3,24,10.2,24,9.4,24,6.7,24,8.9,999.9,69.1, ,60.1, ,0,G,999.9,0
72290023188,9/8/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",65.6,24,54.2,24,1012.6,24,11.6,24,10,24,4.9,24,9.9,15.9,70, ,62.1, ,0,G,999.9,0
72290023188,9/9/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",65.8,24,54.9,24,1013.3,24,12.3,24,10,24,5.5,24,11.1,999.9,70, ,64, ,0,G,999.9,10000
72290023188,9/10/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",65.1,24,55,24,1014.4,22,13.4,24,10,24,3.4,24,9.9,12,72, ,60.1, ,0,G,999.9,0
72290023188,9/11/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",65.1,24,57.4,24,1015.2,21,14.3,24,8.7,24,5,24,12,15.9,72, ,60.1, ,0,G,999.9,0
72290023188,9/12/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",64.9,24,58.1,24,1014.9,22,14,24,7.1,24,7.1,24,13,15.9,69.1,*,59,*,0,G,999.9,0
72290023188,9/13/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",66.7,24,58.6,24,1014.4,23,13.4,24,8.4,24,6.6,24,12,999.9,73.9,*,62.2,*,0,G,999.9,0
72290023188,9/14/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",68.8,24,59.4,24,1014.4,24,13.4,24,9.6,24,5.6,24,11.1,999.9,75, ,64, ,0,G,999.9,0
72290023188,9/15/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",67.3,24,58.4,24,1014.7,22,13.8,24,8.5,24,5.3,24,12,999.9,73.9,*,62.6,*,0,G,999.9,0
72290023188,9/16/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",65.7,24,57.8,24,1013.7,22,12.8,24,7.7,24,4.1,24,9.9,999.9,73.9, ,62.1, ,0,G,999.9,0
72290023188,9/17/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",64.6,24,56.8,24,1012.5,22,11.5,24,7.5,24,3.7,24,9.9,999.9,71.1,*,60.8,*,0,G,999.9,0
72290023188,9/18/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",66.2,24,57.1,24,1012.9,24,11.9,24,7.8,24,4.8,24,12,999.9,72, ,61, ,0,G,999.9,0
72290023188,9/19/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",66.5,24,58,24,1011.8,22,11,24,7.4,24,6.7,24,11.1,999.9,72, ,62.1, ,0,G,999.9,0
72290023188,9/20/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",66.5,24,58.1,24,1008.9,20,8,24,9.4,24,4.3,24,8.9,999.9,72, ,63, ,0,G,999.9,0
72290023188,9/21/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",63.9,24,56.4,24,1008.5,22,7.6,24,8.5,24,5.9,24,8,999.9,68,*,60.8,*,0,G,999.9,10000
72290023188,9/22/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",65.3,24,55.7,24,1008.8,24,7.9,24,9.6,24,5.1,24,8.9,999.9,71.1, ,62.1, ,0,G,999.9,0
72290023188,9/23/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",66.7,24,54.2,24,1011.2,24,10.2,24,9.7,24,3,24,8.9,999.9,73, ,62.1, ,0,G,999.9,0
72290023188,9/24/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",68.3,24,58.2,24,1013.8,24,12.8,24,7.6,24,3.2,24,8,999.9,75.9, ,63, ,0,G,999.9,0
72290023188,9/25/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",72.3,24,59.5,24,1013.5,24,12.6,24,8.5,24,3,24,7,999.9,84, ,63, ,0,G,999.9,0
72290023188,9/26/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",76.7,24,55.3,24,1010.2,24,9.2,24,9.6,24,3.3,24,8.9,999.9,89.1, ,66, ,0,G,999.9,0
72290023188,9/27/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",78.3,24,59.9,24,1007.7,24,6.6,24,9.3,24,3.7,24,8.9,999.9,95, ,68, ,0,G,999.9,0
72290023188,9/28/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",78.9,24,61.6,24,1009.6,24,8.6,24,9.9,24,4,24,8,18.1,95, ,70, ,0,G,999.9,0
72290023188,9/29/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",76.7,24,61.6,24,1010,24,9,24,9.4,24,2,24,7,999.9,84.9, ,72, ,0,G,999.9,0
72290023188,9/30/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",74.2,24,64.7,24,1008.7,18,7.7,24,8.4,24,2.8,24,8.9,999.9,84.9, ,69.1, ,0,G,999.9,10010
72290023188,10/1/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",72.6,24,65.1,24,1012.5,22,11.6,24,6.4,24,3,24,8,999.9,80.1, ,69.1, ,0.03,G,999.9,0
72290023188,10/2/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",73.6,24,64,24,1014.4,23,13.5,24,6.9,24,3.2,24,8,999.9,80.1, ,70, ,0,G,999.9,0
72290023188,10/3/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",71.4,24,62.3,24,1015.2,23,14.3,24,8.3,24,2.8,24,8,999.9,79, ,69.1, ,0,G,999.9,0
72290023188,10/4/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",68.7,24,60.2,24,1015.7,20,14.7,24,8.8,24,5.7,24,11.1,999.9,75, ,64, ,0,G,999.9,10000
72290023188,10/5/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",65.9,24,51.8,24,1016.8,24,15.8,24,10,24,7,24,11.1,999.9,70, ,62.1, ,0.01,G,999.9,10000
72290023188,10/6/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",63.8,24,54.1,24,1017.9,21,16.7,24,9,24,6.2,24,11.1,15.9,69.1, ,60.1, ,0.34,G,999.9,10000
72290023188,10/7/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",65.8,24,51.1,24,1019.9,24,18.9,24,10,24,3.2,24,11.1,999.9,73, ,61, ,0.41,G,999.9,0
72290023188,10/8/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",65.8,24,53.5,24,1019.6,24,18.6,24,10,24,4.9,24,12,999.9,73, ,57.9, ,0,G,999.9,0
72290023188,10/9/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",67,24,57.1,24,1019,24,18,24,9.4,24,3.8,24,9.9,999.9,77, ,59, ,0,G,999.9,0
72290023188,10/10/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",70.8,24,56.1,24,1015.9,24,14.9,24,9.7,24,2.2,24,8,18.1,82, ,61, ,0,G,999.9,0
72290023188,10/11/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",68.1,24,60.5,24,1012.9,15,12.1,24,4.7,24,4.2,24,8.9,999.9,82, ,62.1, ,0,G,999.9,100000
72290023188,10/12/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",68.8,24,59.3,24,1015.5,24,14.5,24,6.9,24,4.2,24,8,999.9,73, ,64, ,0,G,999.9,0
72290023188,10/13/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",68.5,24,59.1,24,1016.7,24,15.8,24,6.6,24,4.6,24,9.9,999.9,73.9, ,66, ,0,G,999.9,0
72290023188,10/14/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",67.7,24,60.1,24,1018,22,17,24,6.4,24,3.3,24,9.9,999.9,73.9, ,66, ,0,G,999.9,0
72290023188,10/15/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",67.2,24,58.9,24,1018,24,17.1,24,8.1,24,3.4,24,6,999.9,70, ,66, ,0,G,999.9,10000
72290023188,10/16/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",67.6,24,58.1,24,1017.8,24,16.9,24,10,24,3.5,24,8.9,999.9,69.1, ,66, ,0,G,999.9,0
72290023188,10/17/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",66.6,24,58.6,24,1018.2,16,17.3,24,8.3,24,2.9,24,8.9,999.9,69.1, ,64.9, ,0,G,999.9,0
72290023188,10/18/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",66.6,24,56.8,24,1016.2,15,15.4,24,8.7,24,2.7,24,7,999.9,69.1,*,62.6,*,0,G,999.9,10000
72290023188,10/19/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",67,24,56.7,24,1013.5,21,12.5,24,9.5,24,2.8,24,8.9,999.9,69.1, ,63, ,0.04,G,999.9,10000
72290023188,10/20/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",64.2,24,56,24,1015.2,16,13.8,24,8.1,24,6,24,12,15,69.1, ,62.1, ,1.01,G,999.9,10000
72290023188,10/21/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",67,24,56.8,24,1018.2,20,17.2,24,9.8,24,3.6,24,15,19,71.1, ,62.1, ,0.1,G,999.9,10000
72290023188,10/22/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",67,24,55.3,24,1018,22,17,24,9.8,24,4.4,24,8,999.9,71.1, ,64, ,0,G,999.9,10000
72290023188,10/23/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",65.3,24,54.5,24,1018.5,19,17.7,24,8.8,24,3.6,24,7,999.9,69.1,*,62.6,*,0,G,999.9,10000
72290023188,10/24/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",67.8,24,57.1,24,1019.7,20,18.9,24,10,24,3.8,24,11.1,999.9,72, ,64, ,0.02,G,999.9,10000
72290023188,10/25/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",67.1,24,59.7,24,1016.1,18,15.4,24,6.3,24,5,24,12,999.9,72, ,64, ,0.17,G,999.9,10000
72290023188,10/26/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",66.3,24,56.6,24,1013,19,12.2,24,8.6,24,3.2,24,8,999.9,72, ,62.1, ,0.03,G,999.9,0
72290023188,10/27/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",68,24,51.7,24,1014.1,24,13.1,24,9,24,2.7,24,8,999.9,82.9, ,59, ,0,G,999.9,0
72290023188,10/28/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",72.9,24,32.3,24,1017.6,24,16.5,24,9.9,24,2.4,24,8,999.9,82.9, ,60.1, ,0,G,999.9,0
72290023188,10/29/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",69.3,24,40.7,24,1017.2,24,16.1,24,10,24,1.4,24,6,999.9,82.9, ,60.1, ,0,G,999.9,0
72290023188,10/30/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",65.9,24,55.9,24,1016.6,18,15.8,24,8.8,24,5.5,24,8.9,999.9,73,*,60.8,*,0,G,999.9,10000
72290023188,10/31/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",62.4,24,53.4,24,1020.3,23,19.5,24,10,24,3.7,24,12,15,69.1, ,55.9, ,0.15,G,999.9,0
72290023188,11/1/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",64.6,24,54.4,24,1020.7,24,19.6,24,10,24,3.8,24,11.1,999.9,75, ,55.9, ,0,G,999.9,0
72290023188,11/2/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",70.5,24,50.8,24,1019.9,24,18.9,24,9.5,24,2.2,24,8.9,999.9,88, ,57, ,0,G,999.9,0
72290023188,11/3/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",75.9,24,41.1,24,1016.6,24,15.6,24,10,24,2.8,24,11.1,999.9,93, ,60.1, ,0,G,999.9,0
72290023188,11/4/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",80.1,24,42.3,24,1015,24,13.9,24,10,24,2.6,24,11.1,15.9,100, ,64, ,0,G,999.9,0
72290023188,11/5/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",77.5,24,45.6,24,1014.2,24,13.2,24,10,24,2.2,24,6,999.9,100, ,66, ,0,G,999.9,0
72290023188,11/6/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",69.8,24,49.9,24,1016,23,15,24,10,24,3.5,24,11.1,999.9,88, ,64, ,0,G,999.9,0
72290023188,11/7/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",64.3,24,53.9,24,1020.3,24,19.3,24,10,24,3.9,24,12,999.9,71.1, ,57.9, ,0,G,999.9,0
72290023188,11/8/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",64.2,24,53.8,24,1017.8,22,16.8,24,9.5,24,6.3,24,12,19,70, ,60.1, ,0,G,999.9,10000
72290023188,11/9/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",61.6,24,48.7,24,1016.5,24,15.5,24,10,24,2.9,24,11.1,999.9,68, ,55.9, ,0.07,G,999.9,0
72290023188,11/10/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",60,24,48.7,24,1016.2,24,15.2,24,9.9,24,2.7,24,8,18.1,68, ,53.1, ,0,G,999.9,0
72290023188,11/11/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",62.5,24,50.5,24,1018.2,22,16.7,24,10,24,3.2,24,12,15,73.9, ,54, ,0,G,999.9,0
72290023188,11/12/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",65.9,24,28.3,24,1024.5,24,23.5,24,10,24,5.2,24,12,999.9,77, ,53.1, ,0,G,999.9,0
72290023188,11/13/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",63.7,24,32.4,24,1021.3,24,20.3,24,10,24,2.9,24,8,999.9,77, ,52, ,0,G,999.9,0
72290023188,11/14/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",64.5,24,35.7,24,1017,24,16,24,10,24,2,24,7,999.9,78.1, ,53.1, ,0,G,999.9,0
72290023188,11/15/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",63.1,24,44.7,24,1016.8,24,15.8,24,10,24,2.2,24,7,999.9,78.1, ,55, ,0,G,999.9,0
72290023188,11/16/10,32.7336,-117.1831,4.6,"SAN DIEGO INTERNATIONAL AIRPORT, CA US",59.4,24,54.6,24,1017.3,17,16.6,24,4.8,24,2.2,24,7,999.9,66.9, ,53.1, ,0,G,999.9,100000
